"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","3057","","","","0"
"2006","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","3091","","","","0"
"2007","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","3148","","","","0"
"2008","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","3206","","","","0"
"2009","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","3276","","","","0"
"2010","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","3320","","","","0"
"2011","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","3327","","","","0"
"2012","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","3267","","","","0"
"2013","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","3191","","","","0"
"2014","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","3110","","","","0"
"2015","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","3036","","","","0"
"2016","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","2918","","","","0"
"2017","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","2921","","","","0"
"2018","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","2950","","","","0"
"2019","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","2978","","","","0"
"2020","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","2945","","","","0"
"2021","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","2940","","","","0"
"2022","Campbellton (CA), Quebec part, Quebec","2016S050624330","Both sexes","All ages","Persons","249","units","0","v1060778101","21.1.1","2953","","","","0"
"2001","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","19203","","","","0"
"2002","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","18997","","","","0"
"2003","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","18811","","","","0"
"2004","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","18748","","","","0"
"2005","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","18672","","","","0"
"2006","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","18792","","","","0"
"2007","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","18763","","","","0"
"2008","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","18726","","","","0"
"2009","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","18575","","","","0"
"2010","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","18512","","","","0"
"2011","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","18459","","","","0"
"2012","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","18458","","","","0"
"2013","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","18325","","","","0"
"2014","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","18186","","","","0"
"2015","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","17968","","","","0"
"2016","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","17986","","","","0"
"2017","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","17923","","","","0"
"2018","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","17795","","","","0"
"2019","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","17682","","","","0"
"2020","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","17678","","","","0"
"2021","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","17505","","","","0"
"2022","Matane (CA), Quebec","2016S0504403","Both sexes","All ages","Persons","249","units","0","v1060778431","22.1.1","17748","","","","0"
"2001","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","51708","","","","0"
"2002","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","51642","","","","0"
"2003","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","51781","","","","0"
"2004","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","51855","","","","0"
"2005","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","51897","","","","0"
"2006","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","52039","","","","0"
"2007","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","52360","","","","0"
"2008","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","52793","","","","0"
"2009","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","53008","","","","0"
"2010","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","53482","","","","0"
"2011","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","54236","","","","0"
"2012","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","54645","","","","0"
"2013","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","54773","","","","0"
"2014","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","55108","","","","0"
"2015","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","55343","","","","0"
"2016","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","55558","","","","0"
"2017","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","55658","","","","0"
"2018","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","55785","","","","0"
"2019","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","56174","","","","0"
"2020","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","56386","","","","0"
"2021","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","56647","","","","0"
"2022","Rimouski (CA), Quebec","2016S0504404","Both sexes","All ages","Persons","249","units","0","v1060778761","23.1.1","57013","","","","0"
"2001","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","26666","","","","0"
"2002","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","26765","","","","0"
"2003","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","27008","","","","0"
"2004","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","27249","","","","0"
"2005","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","27526","","","","0"
"2006","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","27825","","","","0"
"2007","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","28244","","","","0"
"2008","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","28449","","","","0"
"2009","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","28770","","","","0"
"2010","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","28977","","","","0"
"2011","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29221","","","","0"
"2012","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29169","","","","0"
"2013","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29299","","","","0"
"2014","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29203","","","","0"
"2015","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29024","","","","0"
"2016","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29004","","","","0"
"2017","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29237","","","","0"
"2018","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29459","","","","0"
"2019","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29649","","","","0"
"2020","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29787","","","","0"
"2021","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29864","","","","0"
"2022","Rivière-du-Loup (CA), Quebec","2016S0504405","Both sexes","All ages","Persons","249","units","0","v1060779091","24.1.1","29979","","","","0"
"2001","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","30503","","","","0"
"2002","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","30169","","","","0"
"2003","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","30076","","","","0"
"2004","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","30014","","","","0"
"2005","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","29748","","","","0"
"2006","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","29494","","","","0"
"2007","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","29220","","","","0"
"2008","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","28870","","","","0"
"2009","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","28788","","","","0"
"2010","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","28640","","","","0"
"2011","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","28690","","","","0"
"2012","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","28749","","","","0"
"2013","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","28640","","","","0"
"2014","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","28463","","","","0"
"2015","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","28113","","","","0"
"2016","Baie-Comeau (CA), Quebec","2016S0504406","Both sexes","All ages","Persons","249","units","0","v1060779421","25.1.1","27725","","","","0"
